product,price,source,timestamp
Samsung Galaxy Watch5 - Smartwatch - 40 mm - Silver,"217,99",bol,2022-12-25 13:25:35.880889
Samsung Galaxy Watch5 - Smartwatch - 44 mm - Gray,239,bol,2022-12-25 13:25:35.881979
Samsung Galaxy Watch4 - 44mm - Black,139,bol,2022-12-25 13:25:35.883979
Samsung Galaxy Watch5 - Smartwatch - 40 mm - Gray,"214,99",bol,2022-12-25 13:25:39.542903
Samsung Galaxy Watch5 Pro - Smartwatch - 45 mm - LTE/5G - Black,"444,99",bol,2022-12-25 13:25:43.229513
Samsung Galaxy Watch5 - Smartwatch - 40 mm - LTE/5G - Gold,299,bol,2022-12-25 13:25:43.231513
Samsung Galaxy Watch4 Classic - Smartwatch heren - 46mm - Silver,188,bol,2022-12-25 13:25:46.741877
"Samsung Galaxy Watch4 - 44mm - Silver

Tweedehands","151,56",bol,2022-12-25 13:25:50.288603
Samsung Galaxy Watch5 Pro - Smartwatch - 45 mm - Titanium,359,bol,2022-12-25 13:25:50.290670
Samsung Galaxy Watch5 Pro - Smartwatch - 45 mm - LTE/5G - Titanium,450,bol,2022-12-25 13:25:53.778620
Samsung Galaxy Watch3 - Smartwatch heren - Stainless Steel - 45mm - Zwart,"214,49",bol,2022-12-25 13:25:53.780621
Samsung Galaxy Watch5 - Smartwatch - 44 mm - Silver,"237,99",bol,2022-12-25 13:25:53.784803
Samsung Galaxy Watch4 - 44mm - Green,175,bol,2022-12-25 13:25:53.786996
Samsung Galaxy Watch4 Classic - 46 mm - Smartwatch  Heren - LTE/4G - Zwart,"303,99",bol,2022-12-25 13:25:53.788054
Samsung Galaxy Watch4 Classic - Smartwatch heren - 42mm - Wit/Silver,179,bol,2022-12-25 13:25:57.280431
Samsung Galaxy Watch5 - Smartwatch - 44 mm - LTE/5G - Gray,313,bol,2022-12-25 13:25:57.281521
Samsung Galaxy Watch3 - Smartwatch dames - Stainless Steel - 41mm - Brons,"224,95",bol,2022-12-25 13:25:57.282522
Samsung Galaxy Watch4 - 40mm - Silver,"174,99",bol,2022-12-25 13:26:04.469944
Samsung Galaxy Watch5 - Smartwatch - 44 mm - Blue,"237,99",bol,2022-12-25 13:26:08.085649
Samsung Galaxy Watch5 - Smartwatch - 40 mm - LTE/5G - Gray,299,bol,2022-12-25 13:26:08.088754
"Samsung Galaxy Watch Active - Smartwatch dames - 39 mm - Roségoud

Tweedehands","139,25",bol,2022-12-25 13:26:11.555887
Samsung Galaxy4 Special Black 40mm SA.R860BFBM,179,bol,2022-12-25 13:26:11.558015
Samsung Galaxy Watch5 - Smartwatch - 44 mm - LTE/5G - Blue,287,bol,2022-12-25 13:26:15.134961
Samsung Galaxy Watch4 -  40mm - 4G/LTE - Goud Roze,"264,99",bol,2022-12-25 13:26:18.678111
"Samsung Galaxy Watch 46mm 4G Roze/Goud - Smartwatch Horloges - SM-R815FZDAPHE - Samsung - 8801643654337

Tweedehands","130,39",bol,2022-12-25 13:26:22.131549
Samsung Galaxy Watch Active2 - Aluminium - Smartwatch - 40 mm - Zwart,"239,99",bol,2022-12-25 13:26:22.132678
Samsung Galaxy Fit - Activitytracker - Zwart,99,bol,2022-12-25 13:26:22.133768
Samsung Galaxy Watch5 40mm Grafiet,"248,75",bol,2022-12-25 13:26:25.627199
